Category_Type,Original_English,Translated_Korean
선택,Carton Sealing Tape Dispensers,상자 밀봉 테이프 디스펜서
선택,Animal Behavior & Communication,동물 행동 및 의사소통
선택,Plier Sets,접기 세트
선택,Pipe Wrenches,파이프 렌치
선택,Pin Punches,핀 펀치
선택,Ski Bags,스키 가방
선택,Pancakes,팬케이크
선택,Power & Hand Tools,전동 및 수공구
선택,Eggplant,가지
선택,Flax Seeds,아마씨
선택,Adobo Seasoning,아도보 시즈닝
선택,Ground Beef & Patties,다진 소고기 & 패티
선택,Nonlocking Carabiners,잠금해제 카라비너
선택,Caribbean & West Indies,카리브해 및 서인도 제도
선택,Pre-Calculus,미적분학 사전
선택,Molecular Biology,분자생물학
선택,Recycling & Compost,재활용 및 퇴비
선택,Adhesives & Sealers,접착제 및 실러
선택,Casino Prize Wheels,카지노 상금 바퀴
선택,Cut-Off Wheels,컷오프 휠
선택,Social Studies,사회
선택,Hydration & Filtration,수분 공급 및 여과
선택,Arms,무기
선택,Trim,손질
선택,Straight,똑바로
선택,Three-Ring Binder Albums,3링 바인더 앨범
선택,Musicals,뮤지컬
선택,Church Institutions & Organizations,교회 기관 및 조직
선택,Power Amplifiers,전력 증폭기
선택,Biographies,전기
선택,Thank You Cards,감사 카드
선택,Physical,물리적
선택,Metaphysical & Visionary,형이상학적 및 환상적
선택,Room Dividers,룸 디바이더
선택,Native American Studies,아메리카 원주민 연구
선택,Criminology,범죄학
선택,Stand Lights,스탠드 조명
선택,Mop Handles,걸레 손잡이
선택,Cooking,요리
선택,Buffets & Sideboards,뷔페 및 찬장
선택,Marble Tiles,대리석 타일
선택,Stopwatches,스톱워치
선택,Flea Collars,벼룩 목걸이
선택,Decorative Telescopes,장식용 망원경
선택,Sinkers & Weights,싱커 및 웨이트
선택,Leader Rigging,리더 리깅
선택,Shelf Clips,선반 클립
선택,Capellini,머리카락
선택,Assemblies,어셈블리
선택,Ballast Resistors,안정기 저항기
선택,Core Assemblies,코어 어셈블리
선택,Fans,팬
선택,Glassware & Drinkware,유리 제품 및 음료 용기
선택,Brake Accessories,브레이크 액세서리
선택,Roof Coating,지붕 코팅
선택,Truck Bed & Tailgate Accessories,트럭 침대 및 뒷문 액세서리
선택,Washes & Waxes,워시 & 왁스
선택,Bisques,비스크
선택,Cooling & Water Pump Tools,냉각 및 워터 펌프 도구
선택,Trunk Lid Pull Down,트렁크 리드 풀다운
선택,Oil Pumps,오일 펌프
선택,PSA Discs,PSA 디스크
선택,Silicone,실리콘
선택,Bellows Kits,벨로우즈 키트
선택,Tool Kits,도구 키트
선택,Knurled Head Bolts,널링 헤드 볼트
선택,Bushings & Components,부싱 및 부품
선택,Special Application Pullers,특수 응용 풀러
선택,Wire Sets,와이어 세트
선택,Connector,커넥터
선택,Gasket,틈 메우는 물건
선택,Timing Belt Tools,타이밍 벨트 도구
선택,PCV Valve & Breather Grommets,PCV 밸브 및 브리더 그로밋
선택,Fuel Leak Detectors,연료 누출 감지기
선택,Clear Coats,클리어 코트
선택,Speaker Wiring Harnesses,스피커 배선 하니스
선택,Oil Filter,오일 필터
선택,Filter & Gasket Kits,필터 및 개스킷 키트
선택,Transaxle,트랜스액슬
선택,Pans & Drain Plugs,팬 및 배수 플러그
선택,Flours & Meals,밀가루 및 식사
선택,Classical Guitar Strings,클래식 기타 현
선택,Decking,데크
선택,Water Sports,수상 스포츠
선택,Tax Preparation,세금 준비
선택,Range Hood Parts & Accessories,레인지후드 부품/액세서리
선택,Multilevel,다단계
선택,Bearing Pullers,베어링 풀러
선택,Lubricants & Oils,윤활유 및 오일
선택,Emo,이모
선택,Oldies & Retro,옛날 음악과 복고풍
선택,Wrapping & Packaging,포장 및 포장
선택,Eating Disorders & Body Image,섭식 장애 및 신체 이미지
선택,Ghosts & Hauntings,유령과 유령
선택,Lyrics,가사
선택,Social Media,소셜 미디어
선택,Digital Design,디지털 디자인
선택,Violence in Society,사회에서의 폭력
선택,Editing,편집
선택,License Plate Covers,번호판 커버
선택,Family Life Fiction,가족 생활 소설
선택,Short Stories & Anthologies,단편 소설 및 선집
선택,Grating & Slicing Tools,그레이팅 및 슬라이싱 도구
선택,Storage & Presentation Materials,보관 및 프레젠테이션 자료
선택,Tires & Wheels,타이어 및 휠
선택,Chastity Devices,순결 장치
선택,Catheters & Sounds,카테터 및 소리
선택,Anal Sex Toys,항문 섹스 토이
선택,Province & Local,지방 및 지방
선택,Salad Bowls,샐러드 그릇
선택,Picture Frames,액자
선택,Breast Pump Carrying Bags,유축기 운반용 가방
선택,Television Soundtracks,텔레비전 사운드트랙
선택,College & High School,대학 및 고등학교
선택,Finance,재원
선택,Cover Stock,커버 스톡
선택,Cutting Tool Coolants,절삭 공구 절삭유
선택,Respiratory Aids & Accessories,호흡 보조기 및 액세서리
선택,Cases & Dispensers,케이스 및 디스펜서
선택,Escape Tools,탈출 도구
선택,Contemporary R&B,컨템포러리 R&B
선택,PlayStation Vita,플레이스테이션 비타
선택,Extraction Tools,추출 도구
선택,Reading & Phonics,읽기 및 파닉스
선택,Architecture,건축학
선택,Memory Cards,메모리 카드
선택,Magazine & Newspaper Baskets,잡지 및 신문 바구니
선택,Storage & Transport,보관 및 운송
선택,Physical Medicine & Rehabilitation,물리의학 및 재활
선택,Pennants,페넌트
선택,Paranormal & Urban,불가사의 및 도시
선택,Surgical Masks,수술용 마스크
선택,Treatment Packages,트리트먼트 패키지
선택,Islam,이슬람교
선택,Bathtub Drains,욕조 배수구
선택,Frozen,언
선택,Fudge,퍼지
선택,Ciders,사이다
선택,Wrapping Sets,포장 세트
선택,South Atlantic,남대서양
선택,Storytelling Toys,스토리텔링 장난감
선택,Kitchen Toys,주방 장난감
선택,Scouring Pads & Scrubbers,수세미 및 수세미
선택,Weather Monitors,날씨 모니터
선택,Thermostats,온도조절기
선택,Thermostat Seals,온도 조절 장치 씰
선택,Pump Shaft,펌프 샤프트
선택,Buses,버스
선택,Tag Attacher Guns,태그 부착 건
선택,Intermediate Readers,중급 독자
선택,Magic,마법
선택,Building Toys,빌딩 장난감
선택,Planes & Aviation,비행기 및 항공
선택,Chart Tablets,차트 태블릿
선택,Arthurian,아서왕
선택,Rear Window Defogger,뒷유리 디포거
선택,Hidden Cameras,숨겨진 카메라
선택,Climbing Holds,등반 홀드
선택,City Life,도시 생활
선택,C-Clamps,C-클램프
선택,Colonial & Revolutionary,식민지 및 혁명
선택,Frogs & Toads,개구리와 두꺼비
선택,Putters,퍼터
선택,Baby-3,베이비-3
선택,Card Shufflers,카드 섞는 사람
선택,Foreign Language Materials,외국어 자료
선택,Activity Centers,활동 센터
선택,Card Playing,카드놀이
선택,Fight Gloves,전투 장갑
선택,Nesting Dolls,중첩 인형
선택,Math,수학
선택,Extended Families,대가족
선택,"""Today's Country""",오늘의 나라
선택,Fish & Sharks,물고기와 상어
선택,Ball Polishers,볼 폴리셔
선택,Leashes,가죽끈
선택,Motorcycles,오토바이
선택,Funding,자금 조달
선택,Flower Pressing,꽃 누르기
선택,Camping,캠핑
선택,Humidity Meters,습도계
선택,Midrange Discs,미드레인지 디스크
선택,Money,돈
선택,Mountain Climbing,등산
선택,Anti-Theft,도난 방지
선택,Metalworking Chisels,금속 가공 끌
선택,Humorous Fiction,유머러스한 소설
선택,Personal,개인의
선택,Disposable Food Storage,일회용 식품 보관
선택,Tanks & Camisoles,탱크 & 캐미솔
선택,Dinnerware,식기류
선택,Oscillating Tools,진동 도구
선택,Nature & Ecology,자연과 생태
선택,Air Conditioning Tools & Equipment,에어컨 도구 및 장비
선택,File Guides,파일 가이드
선택,Protective Chaps,보호용 챕스
선택,Multichannel Amplifiers,다중채널 증폭기
선택,Tweeters,트위터
선택,Translating,번역 중
선택,Lamps & Shades,램프 및 갓
선택,Coin Roll Wrappers,코인롤 래퍼
선택,Internet,인터넷
선택,Guides & Reviews,가이드 및 리뷰
선택,Mythology & Occult,신화 및 신비술
선택,Chess,체스
선택,PBX Phones & Systems,PBX 전화 및 시스템
선택,Algorithms,알고리즘
선택,Shoe Mounts,신발 마운트
선택,Outdoor Skates,야외 스케이트
선택,Jellies & Sweet Spreads,젤리 및 달콤한 스프레드
선택,Drawing & Art Supplies,그림 및 미술용품
선택,Personal Care Products,개인 관리 제품
선택,Washers,와셔
선택,Reformers,개혁가
선택,School Safety,학교 안전
선택,Indigenous Peoples of Turtle Island,거북섬 원주민
선택,Horror Fiction,공포 소설
선택,Shaving Lotions,면도 로션
선택,Alcohol Tests,알코올 테스트
선택,Identity Protection & Security Stamps,신원 보호 및 보안 스탬프
선택,Drum Set Accessories,드럼 세트 액세서리
선택,Cash Bags,현금가방
선택,Office Management,사무실 관리
선택,Camouflage Accessories,위장 액세서리
선택,Gun Parts & Accessories,총 부품 및 액세서리
선택,Aquariums & Fish Bowls,수족관 및 어항
선택,Camping Grills,캠핑 그릴
선택,Welding Equipment & Accessories,용접 장비 및 액세서리
선택,Racing Apparel,레이싱 의류
선택,Differential Rings & Pinions,차동 링 및 피니언
선택,Water & Drink Mixes,물 및 음료 믹스
선택,Training & Behavior Aids,훈련 및 행동 보조 도구
선택,Rheumatology,류마티스학
선택,Museums,박물관
선택,Gift Wrap Bows,선물 포장 리본
선택,Smoking Cessation,금연
선택,Regulators,레귤레이터
선택,Bumper,범퍼
선택,Body Bushings,바디 부싱
선택,Hitch Balls,히치볼
선택,Door Lock,도어락
선택,Safety Ramps,안전 경사로
선택,Lotion Applicators,로션 어플리케이터
선택,Bearing Kits,베어링 키트
선택,Fusible Links,가용성 링크
선택,Window Regulator & Motor Assemblies,윈도우 레귤레이터 및 모터 어셈블리
선택,Seals & O-Rings,씰 및 O-링
선택,Exploration & Discovery,탐사 및 발견
선택,Snow Tubes,스노우 튜브
선택,Seasonal Lighting,계절 조명
선택,Photography,사진술
선택,Finishing Nails,손톱 마무리
선택,Card Cases & Money Organizers,카드 케이스/금전 정리함
선택,Nature,자연
선택,SLR Cameras,SLR 카메라
선택,Filter Cases,필터 케이스
선택,Sesame Seeds,참깨
선택,Sugar Shakers,설탕 셰이커
선택,Tea Bag Coasters,티백 코스터
선택,Cargo Baskets,화물 바구니
선택,Targeting Arrows,타겟팅 화살표
선택,Toilet Tank Covers,화장실 탱크 커버
선택,Slide Guitar,슬라이드 기타
선택,Golf Equipment,골프 장비
선택,Handheld Filters,휴대용 필터
선택,Inline Skate Parts,인라인 스케이트 부품
선택,Hydraulic,유압
선택,Slotted Shims,슬롯형 심
선택,Survival & Emergency Preparedness,생존 및 비상 대비
선택,Ratchet Wrenches,래칫 렌치
선택,V-Belts,V-벨트
선택,Pipe Supports,파이프 지지대
선택,Drawbar Hitch,견인바 히치
선택,Pedals & Pedal Accessories,페달 및 페달 액세서리
선택,Tent Accessories,텐트 액세서리
선택,Gear Repair Equipment,기어 수리 장비
선택,Bushings,부싱
선택,Astrophysics & Space Science,천체 물리학 및 우주 과학
선택,Brake Controls,브레이크 제어
선택,Spoke Tools,스포크 도구
선택,Rubber Flooring,고무 바닥재
선택,U-Bolt Kits,U-볼트 키트
선택,Hydraulic Parts,유압 부품
선택,Drum Brake,드럼 브레이크
선택,Headset Spacers,헤드셋 스페이서
선택,Output Shafts,출력 샤프트
선택,Interior,내부
선택,Dash Covers,대시 커버
선택,Differential Cover,차동 커버
선택,Igniters,점화기
선택,Camber Caster Parts,캠버 캐스터 부품
선택,Wheel,바퀴
선택,Eyebolts,아이볼트
선택,Truck Beds & Tailgates,트럭 침대 및 뒷문
선택,Crankshaft,크랭크 샤프트
선택,Brake Adjusting Tools,브레이크 조정 도구
선택,Dog Houses,개집
선택,Ice Crushers,얼음 분쇄기
선택,Number Systems,숫자 체계
선택,Racquet Strings,라켓 스트링
선택,Double Bowl,더블볼
선택,Utility Tables,유틸리티 테이블
선택,General Surgery,일반외과
선택,Racks & Shelves,랙 및 선반
선택,Indoor Insect & Pest Control,실내 곤충 및 해충 방제
선택,Ball Hoppers,볼 호퍼
선택,Massage Lotions,마사지 로션
선택,Sanding Strips,샌딩 스트립
선택,Greek Seasoning,그리스 조미료
선택,World War II,제2차 세계 대전
선택,Bins & Containers,쓰레기통 및 컨테이너
선택,Accessories & Parts,액세서리 및 부품
선택,Solvents,용매
선택,Living Room Table Sets,거실 테이블 세트
선택,Pulled & Flaked Meats,풀드 앤 플레이크 고기
선택,Dried Cherries,말린 체리
선택,Bike Racks & Stands,자전거 랙 및 스탠드
선택,Game Theory,게임 이론
선택,Introductory & Beginning,입문 및 시작
선택,CV Boot Tools,CV 부팅 도구
선택,Skirt Hangers,스커트 행거
선택,Dark Humor,다크 유머
선택,Correction Pens,수정펜
선택,Word Lists,단어 목록
선택,Wax Guards,왁스 가드
선택,Utensils & Holders,식기 및 홀더
선택,Bread Boards,빵판
선택,Alum,명반
선택,Mysticism,비밀
선택,Saccharine,사카린
선택,Serveware Accessories,서브웨어 액세서리
선택,Percussion,충격
선택,Optics,광학
선택,Touchless Faucets,터치리스 수도꼭지
선택,South America,남아메리카
선택,Products,제품
선택,Popes & the Vatican,교황과 바티칸
선택,Pakistan,파키스탄
선택,Development & Growth,발전과 성장
선택,Industrial & Product Design,산업 및 제품 디자인
선택,Topographic Maps,지형도
선택,Consumer Behavior,소비자 행동
선택,Argentina,아르헨티나
선택,Egg Cups,계란 컵
선택,Baking Tools & Accessories,베이킹 도구 및 액세서리
선택,Neck & Shoulder Supports,목 및 어깨 지지대
선택,Logic,논리
선택,Extractors,추출기
선택,Thresholds,임계값
선택,Hazelnuts,헤이즐넛
선택,Petroleum,석유
선택,Options,옵션
선택,Bed Covers,침대 커버
선택,Grandparenting,조부모
선택,Reform & Policy,개혁과 정책
선택,Tempeh,템페
선택,Links & Sausages,링크 및 소시지
선택,Tofu,두부
선택,Strips & Cutlets,스트립 & 커틀릿
선택,Loaves & Roasts,빵과 로스트
선택,Macadamia Nuts,마카다미아 너트
선택,Power Cages,파워 케이지
선택,Sangria,상그리아
선택,Attachments & Brushes,첨부 파일 및 브러시
선택,Clinical Psychology,임상심리학
선택,Seltzer Water,탄산수
선택,Formula,공식
선택,Drum Hardware Kits,드럼 하드웨어 키트
선택,Bath & Bathing Accessories,목욕용품
선택,Extension Tubes,연장 튜브
선택,Dry Flies,드라이 파리
선택,Face Masks,안면 마스크
선택,Pictorial,화보
선택,Antiques & Collectibles,골동품 및 수집품
선택,Boats & Ships,보트 및 선박
선택,Novelty Candles,참신한 양초
선택,Nut,너트
선택,Military & Wars,군사 및 전쟁
선택,Civil War Era,남북전쟁 시대
선택,Trains & Things That Go,기차와 이동하는 것들
선택,Alligators & Crocodiles,악어 및 악어
선택,Money & Saving,돈과 저축
선택,Colonial,식민지 주민
선택,Exploration & Discoveries,탐사 및 발견
선택,Topwater Lures,탑워터 미끼
선택,Rocks & Minerals,암석 및 광물
선택,Sweet Rolls,스위트 롤
선택,Baths,온천
선택,Guar Gum,구아검
선택,Crib Bedding Sets,유아용 침대 침구 세트
선택,Cured Ham,절인 햄
선택,Eggs & Plant-Based Alternatives,계란 및 식물성 대체 식품
선택,Human Resources & Personnel Management,인적 자원 및 인사 관리
선택,Interviewing,인터뷰
선택,Gates,게이츠
